fecha,salon,mostrador,domicilio,otros,total,cub,promedio,ventas,prom_vtas,acumulado
"Sab 03/09/22",0.00,18700.00,227450.00,0.00,246150.00,0,0.00,54,4558.33,246150.00
"Mar 06/09/22",0.00,0.00,161065.00,0.00,161065.00,0,0.00,34,4737.21,161065.00
"Mie 07/09/22",0.00,19250.00,112770.00,0.00,132020.00,0,0.00,29,4552.41,132020.00
"Jue 08/09/22",0.00,6050.00,113316.00,0.00,119366.00,0,0.00,23,5189.83,119366.00
"Vie 09/09/22",0.00,30880.00,291750.00,0.00,322630.00,0,0.00,71,4544.08,322630.00
"Sab 10/09/22",0.00,10150.00,285440.00,0.00,295590.00,0,0.00,63,4691.90,295590.00
"Mar 13/09/22",0.00,4833.00,194061.00,0.00,198894.00,0,0.00,35,5682.69,198894.00
"Mie 14/09/22",0.00,10760.00,147780.00,0.00,158540.00,0,0.00,34,4662.94,158540.00
"Jue 15/09/22",0.00,4500.00,154020.00,0.00,158520.00,0,0.00,32,4953.75,158520.00
"Vie 16/09/22",0.00,27530.00,239300.00,0.00,266830.00,0,0.00,55,4851.45,266830.00
"Sab 17/09/22",0.00,18130.00,252080.00,0.00,270210.00,0,0.00,58,4658.79,270210.00
"Mar 20/09/22",0.00,9810.00,116195.00,0.00,126005.00,0,0.00,24,5250.21,126005.00
"Mie 21/09/22",0.00,7140.00,157230.00,0.00,164370.00,0,0.00,33,4980.91,164370.00
"Jue 22/09/22",0.00,3570.00,152310.00,0.00,155880.00,0,0.00,25,6235.20,155880.00
"Vie 23/09/22",0.00,28620.00,285280.00,0.00,313900.00,0,0.00,67,4685.07,313900.00
"Sab 24/09/22",0.00,26200.00,240485.00,0.00,266685.00,0,0.00,54,4938.61,266685.00
"Mar 27/09/22",0.00,2750.00,138461.00,0.00,141211.00,0,0.00,32,4412.84,141211.00
"Mie 28/09/22",0.00,9020.00,130440.00,0.00,139460.00,0,0.00,26,5363.85,139460.00
"Jue 29/09/22",0.00,6810.00,144270.00,0.00,151080.00,0,0.00,26,5810.77,151080.00
"Vie 30/09/22",0.00,37060.00,239610.00,0.00,276670.00,0,0.00,57,4853.86,276670.00
"Sab 01/10/22",0.00,16220.00,302170.00,0.00,318390.00,0,0.00,62,5135.32,318390.00
"Mar 04/10/22",0.00,3570.00,185233.00,0.00,188803.00,0,0.00,34,5553.03,188803.00
"Mie 05/10/22",0.00,0.00,241330.00,0.00,241330.00,0,0.00,45,5362.89,241330.00
"Jue 06/10/22",0.00,13130.00,245950.00,0.00,259080.00,0,0.00,48,5397.50,259080.00
"Vie 07/10/22",0.00,12470.00,243047.00,0.00,255517.00,0,0.00,50,5110.34,255517.00
"Sab 08/10/22",0.00,6590.00,319050.00,0.00,325640.00,0,0.00,55,5920.73,325640.00
"Dom 09/10/22",0.00,20360.00,159180.00,0.00,179540.00,0,0.00,33,5440.61,179540.00
"Mie 12/10/22",0.00,6800.00,157037.00,0.00,163837.00,0,0.00,29,5649.55,163837.00
"Jue 13/10/22",0.00,0.00,172680.00,0.00,172680.00,0,0.00,34,5078.82,172680.00
"Vie 14/10/22",0.00,22150.00,264950.00,0.00,287100.00,0,0.00,59,4866.10,287100.00
"Sab 15/10/22",0.00,32240.00,299240.00,0.00,331480.00,0,0.00,61,5434.10,331480.00
"Mar 18/10/22",0.00,0.00,144618.00,0.00,144618.00,0,0.00,30,4820.60,144618.00
"Mie 19/10/22",0.00,0.00,131110.00,0.00,131110.00,0,0.00,26,5042.69,131110.00
"Jue 20/10/22",0.00,2750.00,227986.00,0.00,230736.00,0,0.00,40,5768.40,230736.00
"Vie 21/10/22",0.00,21400.00,266080.00,0.00,287480.00,0,0.00,58,4956.55,287480.00
"Sab 22/10/22",0.00,34310.00,240890.00,0.00,275200.00,0,0.00,54,5096.30,275200.00
"Mar 25/10/22",0.00,9207.00,118354.00,0.00,127561.00,0,0.00,33,3865.48,127561.00
"Mie 26/10/22",0.00,4620.00,128540.00,0.00,133160.00,0,0.00,27,4931.85,133160.00
"Jue 27/10/22",0.00,9230.00,131350.00,0.00,140580.00,0,0.00,32,4393.13,140580.00
"Vie 28/10/22",0.00,16760.00,354480.00,0.00,371240.00,0,0.00,67,5540.90,371240.00
"Sab 29/10/22",0.00,38130.00,192639.00,0.00,230769.00,0,0.00,48,4807.69,230769.00
"Mar 01/11/22",0.00,14390.00,124022.00,0.00,138412.00,0,0.00,29,4772.83,138412.00
"Mie 02/11/22",0.00,16610.00,150220.00,0.00,166830.00,0,0.00,31,5381.61,166830.00
"Jue 03/11/22",0.00,6280.00,154450.00,0.00,160730.00,0,0.00,30,5357.67,160730.00
"Vie 04/11/22",0.00,31650.00,278120.00,0.00,309770.00,0,0.00,67,4623.43,309770.00
"Sab 05/11/22",0.00,30170.00,252584.00,0.00,282754.00,0,0.00,62,4560.55,282754.00
"Mar 08/11/22",0.00,15903.00,73851.00,0.00,89754.00,0,0.00,19,4723.89,89754.00
"Mie 09/11/22",0.00,4360.00,129040.00,0.00,133400.00,0,0.00,25,5336.00,133400.00
"Jue 10/11/22",0.00,23600.00,122420.00,0.00,146020.00,0,0.00,28,5215.00,146020.00
"Vie 11/11/22",0.00,62260.00,237130.00,0.00,299390.00,0,0.00,58,5161.90,299390.00
"Sab 12/11/22",0.00,29600.00,290320.00,0.00,319920.00,0,0.00,68,4704.71,319920.00
"Mar 15/11/22",0.00,1790.00,163484.00,0.00,165274.00,0,0.00,33,5008.30,165274.00
"Mie 16/11/22",0.00,16310.00,89790.00,0.00,106100.00,0,0.00,23,4613.04,106100.00
"Jue 17/11/22",0.00,9120.00,138450.00,0.00,147570.00,0,0.00,29,5088.62,147570.00
"Vie 18/11/22",0.00,16060.00,300590.00,0.00,316650.00,0,0.00,64,4947.66,316650.00
"Sab 19/11/22",0.00,13030.00,285710.00,0.00,298740.00,0,0.00,59,5063.39,298740.00
"Dom 20/11/22",0.00,8630.00,197350.00,0.00,205980.00,0,0.00,37,5567.03,205980.00
"Mie 23/11/22",0.00,27090.00,150860.00,0.00,177950.00,0,0.00,32,5560.94,177950.00
"Jue 24/11/22",0.00,24210.00,151330.00,0.00,175540.00,0,0.00,37,4744.32,175540.00
"Vie 25/11/22",0.00,29900.00,235530.00,0.00,265430.00,0,0.00,56,4739.82,265430.00
"Sab 26/11/22",0.00,28260.00,229040.00,0.00,257300.00,0,0.00,54,4764.81,257300.00
"Mar 29/11/22",0.00,33079.00,191332.00,0.00,224411.00,0,0.00,42,5343.12,224411.00
"Mie 30/11/22",0.00,5900.00,130220.00,0.00,136120.00,0,0.00,22,6187.27,136120.00
"Jue 01/12/22",0.00,19610.00,185630.00,0.00,205240.00,0,0.00,40,5131.00,205240.00
"Vie 02/12/22",0.00,43420.00,314202.00,0.00,357622.00,0,0.00,65,5501.88,357622.00
"Sab 03/12/22",0.00,15940.00,162960.00,0.00,178900.00,0,0.00,37,4835.14,178900.00
"Mar 06/12/22",0.00,7960.00,269915.00,0.00,277875.00,0,0.00,52,5343.75,277875.00
"Mie 07/12/22",0.00,17100.00,196710.00,0.00,213810.00,0,0.00,37,5778.65,213810.00
"Jue 08/12/22",0.00,18390.00,190970.00,0.00,209360.00,0,0.00,37,5658.38,209360.00
"Vie 09/12/22",0.00,22830.00,206800.00,0.00,229630.00,0,0.00,38,6042.89,229630.00
"Sab 10/12/22",0.00,16600.00,234950.00,0.00,251550.00,0,0.00,48,5240.63,251550.00
"Mar 13/12/22",0.00,14280.00,213656.00,0.00,227936.00,0,0.00,40,5698.40,227936.00
"Mie 14/12/22",0.00,15100.00,138560.00,0.00,153660.00,0,0.00,26,5910.00,153660.00
"Jue 15/12/22",0.00,27560.00,130190.00,0.00,157750.00,0,0.00,29,5439.66,157750.00
"Vie 16/12/22",0.00,57060.00,219700.00,0.00,276760.00,0,0.00,50,5535.20,276760.00
"Sab 17/12/22",0.00,58640.00,178850.00,0.00,237490.00,0,0.00,49,4846.73,237490.00
"Mar 20/12/22",0.00,24180.00,175725.00,0.00,199905.00,0,0.00,34,5879.56,199905.00
"Mie 21/12/22",0.00,6900.00,201205.00,0.00,208105.00,0,0.00,38,5476.45,208105.00
"Jue 22/12/22",0.00,19810.00,98580.00,0.00,118390.00,0,0.00,26,4553.46,118390.00
"Vie 23/12/22",0.00,39530.00,275920.00,0.00,315450.00,0,0.00,56,5633.04,315450.00
"Sab 24/12/22",0.00,13800.00,301070.00,0.00,314870.00,0,0.00,43,7322.56,314870.00
"Mar 27/12/22",0.00,7425.00,222600.00,0.00,230025.00,0,0.00,48,4792.19,230025.00
"Mie 28/12/22",0.00,8040.00,235130.00,0.00,243170.00,0,0.00,45,5403.78,243170.00
"Jue 29/12/22",0.00,37400.00,234560.00,0.00,271960.00,0,0.00,42,6475.24,271960.00
"Vie 30/12/22",0.00,41970.00,230740.00,0.00,272710.00,0,0.00,54,5050.19,272710.00
"Sab 31/12/22",0.00,1900.00,442290.00,0.00,444190.00,0,0.00,59,7528.64,444190.00
"Mar 03/01/23",0.00,25580.00,253984.00,0.00,279564.00,0,0.00,46,6077.48,279564.00
"Mie 04/01/23",0.00,35170.00,217750.00,0.00,252920.00,0,0.00,46,5498.26,252920.00
"Jue 05/01/23",0.00,32890.00,273050.00,0.00,305940.00,0,0.00,50,6118.80,305940.00
"Vie 06/01/23",0.00,27250.00,357860.00,0.00,385110.00,0,0.00,63,6112.86,385110.00
"Sab 07/01/23",0.00,26430.00,402460.00,0.00,428890.00,0,0.00,75,5718.53,428890.00
"Mar 10/01/23",0.00,24284.00,250555.00,0.00,274839.00,0,0.00,41,6703.39,274839.00
"Mie 11/01/23",0.00,12450.00,263430.00,0.00,275880.00,0,0.00,43,6415.81,275880.00
"Jue 12/01/23",0.00,14180.00,212050.00,0.00,226230.00,0,0.00,45,5027.33,226230.00
"Vie 13/01/23",0.00,15800.00,400270.00,0.00,416070.00,0,0.00,73,5699.59,416070.00
"Sab 14/01/23",0.00,28240.00,343550.00,0.00,371790.00,0,0.00,67,5549.10,371790.00
"Mar 17/01/23",0.00,8235.00,229549.00,0.00,237784.00,0,0.00,46,5169.22,237784.00
"Mie 18/01/23",0.00,6000.00,186930.00,0.00,192930.00,0,0.00,34,5674.41,192930.00
"Jue 19/01/23",0.00,14180.00,204450.00,0.00,218630.00,0,0.00,38,5753.42,218630.00
"Vie 20/01/23",0.00,16700.00,328500.00,0.00,345200.00,0,0.00,65,5310.77,345200.00
"Sab 21/01/23",0.00,20110.00,287390.00,0.00,307500.00,0,0.00,56,5491.07,307500.00
"Mar 24/01/23",0.00,0.00,210446.00,0.00,210446.00,0,0.00,42,5010.62,210446.00
"Mie 25/01/23",0.00,0.00,156220.00,0.00,156220.00,0,0.00,26,6008.46,156220.00
"Jue 26/01/23",0.00,7850.00,187270.00,0.00,195120.00,0,0.00,33,5912.73,195120.00
"Vie 27/01/23",0.00,0.00,324620.00,0.00,324620.00,0,0.00,59,5502.03,324620.00
"Sab 28/01/23",0.00,18150.00,256040.00,0.00,274190.00,0,0.00,49,5595.71,274190.00
"Mar 31/01/23",0.00,0.00,222148.00,0.00,222148.00,0,0.00,32,6942.13,222148.00
"Mie 01/02/23",0.00,0.00,166840.00,0.00,166840.00,0,0.00,34,4907.06,166840.00
"Jue 02/02/23",0.00,10220.00,210730.00,0.00,220950.00,0,0.00,43,5138.37,220950.00
"Vie 03/02/23",0.00,12800.00,360360.00,0.00,373160.00,0,0.00,67,5569.55,373160.00
"Sab 04/02/23",0.00,0.00,337980.00,0.00,337980.00,0,0.00,59,5728.47,337980.00
"Mar 07/02/23",0.00,0.00,203860.00,0.00,203860.00,0,0.00,34,5995.88,203860.00
"Mie 08/02/23",0.00,0.00,216660.00,0.00,216660.00,0,0.00,33,6565.45,216660.00
"Jue 09/02/23",0.00,5550.00,238640.00,0.00,244190.00,0,0.00,38,6426.05,244190.00
"Vie 10/02/23",0.00,10550.00,314200.00,0.00,324750.00,0,0.00,61,5323.77,324750.00
"Sab 11/02/23",0.00,12690.00,286680.00,0.00,299370.00,0,0.00,55,5443.09,299370.00
"Mar 14/02/23",0.00,1650.00,450180.00,0.00,451830.00,0,0.00,79,5719.37,451830.00
"Mie 15/02/23",0.00,0.00,209020.00,0.00,209020.00,0,0.00,39,5359.49,209020.00
"Jue 16/02/23",0.00,5180.00,230660.00,0.00,235840.00,0,0.00,40,5896.00,235840.00
"Vie 17/02/23",0.00,12100.00,326550.00,0.00,338650.00,0,0.00,56,6047.32,338650.00
"Sab 18/02/23",0.00,10360.00,204100.00,0.00,214460.00,0,0.00,41,5230.73,214460.00
"Mar 21/02/23",0.00,5550.00,172936.00,0.00,178486.00,0,0.00,34,5249.59,178486.00
"Mie 22/02/23",0.00,3300.00,105180.00,0.00,108480.00,0,0.00,18,6026.67,108480.00
"Jue 23/02/23",0.00,0.00,189960.00,0.00,189960.00,0,0.00,33,5756.36,189960.00
"Vie 24/02/23",0.00,4500.00,346000.00,0.00,350500.00,0,0.00,58,6043.10,350500.00
"Sab 25/02/23",0.00,0.00,332410.00,0.00,332410.00,0,0.00,56,5935.89,332410.00
"Mar 28/02/23",0.00,5480.00,178816.00,0.00,184296.00,0,0.00,37,4980.97,184296.00
"Mie 01/03/23",0.00,1.00,173050.00,0.00,173051.00,0,0.00,28,6180.39,173051.00
"Jue 02/03/23",0.00,20480.00,171670.00,0.00,192150.00,0,0.00,32,6004.69,192150.00
"Vie 03/03/23",0.00,36620.00,374270.00,0.00,410890.00,0,0.00,70,5869.86,410890.00
"Sab 04/03/23",0.00,0.00,329082.00,0.00,329082.00,0,0.00,59,5577.66,329082.00
"Mar 07/03/23",0.00,0.00,221507.00,0.00,221507.00,0,0.00,37,5986.68,221507.00
"Mie 08/03/23",0.00,0.00,277580.00,0.00,277580.00,0,0.00,48,5782.92,277580.00
"Jue 09/03/23",0.00,0.00,240850.00,0.00,240850.00,0,0.00,39,6175.64,240850.00
"Vie 10/03/23",0.00,7950.00,413000.00,0.00,420950.00,0,0.00,71,5928.87,420950.00
"Sab 11/03/23",0.00,4500.00,349100.00,0.00,353600.00,0,0.00,63,5612.70,353600.00
"Mar 28/03/23",0.00,4230.00,239354.00,0.00,243584.00,0,0.00,39,6245.74,243584.00
"Mie 29/03/23",0.00,8150.00,175330.00,0.00,183480.00,0,0.00,29,6326.90,183480.00
"Jue 30/03/23",0.00,0.00,184040.00,0.00,184040.00,0,0.00,31,5936.77,184040.00
"Vie 31/03/23",0.00,0.00,405270.00,0.00,405270.00,0,0.00,65,6234.92,405270.00
"Sab 01/04/23",0.00,4300.00,374940.00,0.00,379240.00,0,0.00,57,6653.33,379240.00
"Mar 04/04/23",0.00,0.00,252073.00,0.00,252073.00,0,0.00,37,6812.78,252073.00
"Mie 05/04/23",0.00,0.00,273060.00,0.00,273060.00,0,0.00,35,7801.71,273060.00
"Jue 06/04/23",0.00,0.00,338550.00,0.00,338550.00,0,0.00,49,6909.18,338550.00
"Vie 07/04/23",0.00,0.00,392338.00,0.00,392338.00,0,0.00,57,6883.12,392338.00
"Sab 08/04/23",0.00,0.00,352410.00,0.00,352410.00,0,0.00,55,6407.45,352410.00
"Mar 11/04/23",0.00,0.00,284270.00,0.00,284270.00,0,0.00,42,6768.33,284270.00
"Mie 12/04/23",0.00,0.00,146960.00,0.00,146960.00,0,0.00,24,6123.33,146960.00
"Jue 13/04/23",0.00,0.00,223260.00,0.00,223260.00,0,0.00,29,7698.62,223260.00
"Vie 14/04/23",0.00,0.00,487880.00,0.00,487880.00,0,0.00,66,7392.12,487880.00
"Sab 15/04/23",0.00,0.00,398910.00,0.00,398910.00,0,0.00,57,6998.42,398910.00
"Mar 18/04/23",0.00,0.00,124437.00,0.00,124437.00,0,0.00,18,6913.17,124437.00
"Mie 19/04/23",0.00,0.00,203817.00,0.00,203817.00,0,0.00,28,7279.18,203817.00
"Jue 20/04/23",0.00,0.00,185970.00,0.00,185970.00,0,0.00,25,7438.80,185970.00
"Vie 21/04/23",0.00,0.00,349510.00,0.00,349510.00,0,0.00,53,6594.53,349510.00
"Sab 22/04/23",0.00,0.00,340170.00,0.00,340170.00,0,0.00,56,6074.46,340170.00
"Mar 25/04/23",0.00,0.00,140174.00,0.00,140174.00,0,0.00,22,6371.55,140174.00
"Mie 26/04/23",0.00,0.00,116090.00,0.00,116090.00,0,0.00,19,6110.00,116090.00
"Jue 27/04/23",0.00,0.00,242930.00,0.00,242930.00,0,0.00,31,7836.45,242930.00
"Vie 28/04/23",0.00,0.00,360760.00,0.00,360760.00,0,0.00,53,6806.79,360760.00
"Sab 29/04/23",0.00,0.00,315180.00,0.00,315180.00,0,0.00,46,6851.74,315180.00
"Dom 30/04/23",0.00,0.00,257180.00,0.00,257180.00,0,0.00,34,7564.12,257180.00
"Mie 03/05/23",0.00,0.00,185914.00,0.00,185914.00,0,0.00,27,6885.70,185914.00
"Jue 04/05/23",0.00,0.00,275960.00,0.00,275960.00,0,0.00,34,8116.47,275960.00
"Vie 05/05/23",0.00,0.00,421800.00,0.00,421800.00,0,0.00,62,6803.23,421800.00
"Sab 06/05/23",0.00,0.00,378180.00,0.00,378180.00,0,0.00,57,6634.74,378180.00
"Mar 09/05/23",0.00,0.00,163161.00,0.00,163161.00,0,0.00,26,6275.42,163161.00
"Mie 10/05/23",0.00,0.00,144890.00,0.00,144890.00,0,0.00,17,8522.94,144890.00
"Jue 11/05/23",0.00,0.00,211370.00,0.00,211370.00,0,0.00,30,7045.67,211370.00
"Vie 12/05/23",0.00,0.00,494120.00,0.00,494120.00,0,0.00,59,8374.92,494120.00
"Sab 13/05/23",0.00,0.00,432250.00,0.00,432250.00,0,0.00,60,7204.17,432250.00
"Mar 16/05/23",0.00,0.00,292517.00,0.00,292517.00,0,0.00,28,10447.04,292517.00
"Mie 17/05/23",0.00,0.00,154660.00,0.00,154660.00,0,0.00,22,7030.00,154660.00
"Jue 18/05/23",0.00,0.00,211368.00,0.00,211368.00,0,0.00,28,7548.86,211368.00
"Vie 19/05/23",0.00,0.00,302790.00,0.00,302790.00,0,0.00,43,7041.63,302790.00
"Sab 20/05/23",0.00,0.00,273480.00,0.00,273480.00,0,0.00,43,6360.00,273480.00
"Mar 23/05/23",0.00,0.00,251414.00,0.00,251414.00,0,0.00,30,8380.47,251414.00
"Mie 24/05/23",0.00,70390.00,181130.00,0.00,251520.00,0,0.00,32,7860.00,251520.00
"Jue 25/05/23",0.00,45840.00,197220.00,0.00,243060.00,0,0.00,29,8381.38,243060.00
"Vie 26/05/23",0.00,26000.00,250920.00,0.00,276920.00,0,0.00,39,7100.51,276920.00
"Sab 27/05/23",0.00,19280.00,203940.00,0.00,223220.00,0,0.00,33,6764.24,223220.00
"Mar 30/05/23",0.00,38486.00,105664.00,0.00,144150.00,0,0.00,20,7207.50,144150.00
"Mie 31/05/23",0.00,25640.00,111660.00,0.00,137300.00,0,0.00,21,6538.10,137300.00
"Jue 01/06/23",0.00,22440.00,300250.00,0.00,322690.00,0,0.00,40,8067.25,322690.00
"Vie 02/06/23",0.00,36120.00,443770.00,0.00,479890.00,0,0.00,63,7617.30,479890.00
"Sab 03/06/23",0.00,42670.00,401090.00,0.00,443760.00,0,0.00,60,7396.00,443760.00
"Mar 06/06/23",0.00,13419.00,144938.00,0.00,158357.00,0,0.00,21,7540.81,158357.00
"Mie 07/06/23",0.00,41440.00,288580.00,0.00,330020.00,0,0.00,38,8684.74,330020.00
"Jue 08/06/23",0.00,30380.00,218260.00,0.00,248640.00,0,0.00,34,7312.94,248640.00
"Vie 09/06/23",0.00,52130.00,351620.00,0.00,403750.00,0,0.00,57,7083.33,403750.00
"Sab 10/06/23",0.00,25730.00,412690.00,0.00,438420.00,0,0.00,54,8118.89,438420.00
"Mie 14/06/23",0.00,14280.00,160280.00,0.00,174560.00,0,0.00,20,8728.00,174560.00
"Jue 15/06/23",0.00,22580.00,167420.00,0.00,190000.00,0,0.00,23,8260.87,190000.00
"Vie 16/06/23",0.00,28680.00,417890.00,0.00,446570.00,0,0.00,56,7974.46,446570.00
"Sab 17/06/23",0.00,33920.00,366440.00,0.00,400360.00,0,0.00,47,8518.30,400360.00
"Dom 18/06/23",0.00,20540.00,202280.00,0.00,222820.00,0,0.00,29,7683.45,222820.00
"Lun 19/06/23",0.00,20520.00,329600.00,0.00,350120.00,0,0.00,46,7611.30,350120.00
